"Date","Depth","Light","ETemp","DateTime","HST","days","minutes","five","ten","second","depthc"
39882.048611,4,197,21.65,2009-03-10 01:10:00,2009-03-09 15:10:00,9,910,0,0,0,0
39882.055556,4,200,21.45,2009-03-10 01:20:00,2009-03-09 15:20:00,9,920,0,0,0,6
39882.0625,10,188,21.45,2009-03-10 01:30:00,2009-03-09 15:30:00,9,930,0,0,0,7
39882.069444,17,174,21.3,2009-03-10 01:40:00,2009-03-09 15:40:00,9,940,0,0,0,2.5
39882.076389,14.5,180,21.35,2009-03-10 01:50:00,2009-03-09 15:50:00,9,950,0,0,0,1
39882.083333,13.5,181,21.25,2009-03-10 02:00:00,2009-03-09 16:00:00,9,960,0,0,0,3
39882.090278,16.5,165.75,21.15,2009-03-10 02:10:00,2009-03-09 16:10:00,9,970,0,0,0,1.5
39882.097222,18,167.25,21.25,2009-03-10 02:20:00,2009-03-09 16:20:00,9,980,0,0,0,1.5
39882.104167,19.5,163,21.05,2009-03-10 02:30:00,2009-03-09 16:30:00,9,990,0,0,0,3
39882.111111,16.5,164.5,21.25,2009-03-10 02:40:00,2009-03-09 16:40:00,9,1000,0,0,0,2
39882.118056,18.5,158.5,21.25,2009-03-10 02:50:00,2009-03-09 16:50:00,9,1010,0,0,0,3
39882.125,15.5,162.5,21.3,2009-03-10 03:00:00,2009-03-09 17:00:00,9,1020,0,0,0,1
39882.131944,16.5,163.5,21.3,2009-03-10 03:10:00,2009-03-09 17:10:00,9,1030,0,0,0,1.5
39882.138889,18,157.5,21.3,2009-03-10 03:20:00,2009-03-09 17:20:00,9,1040,0,0,0,6.5
39882.145833,11.5,166.75,21.4,2009-03-10 03:30:00,2009-03-09 17:30:00,9,1050,0,0,0,3
39882.152778,14.5,161.25,21.25,2009-03-10 03:40:00,2009-03-09 17:40:00,9,1060,0,0,0,5.5
39882.159722,9,168,21.35,2009-03-10 03:50:00,2009-03-09 17:50:00,9,1070,0,0,0,11.5
39882.166667,20.5,142.75,21.05,2009-03-10 04:00:00,2009-03-09 18:00:00,9,1080,0,0,0,8.5
39882.173611,12,154.5,21.3,2009-03-10 04:10:00,2009-03-09 18:10:00,9,1090,0,0,0,3
39882.180556,15,146.5,21.35,2009-03-10 04:20:00,2009-03-09 18:20:00,9,1100,0,0,0,0.5
39882.1875,14.5,145.5,21.45,2009-03-10 04:30:00,2009-03-09 18:30:00,9,1110,0,0,0,8
39882.194444,6.5,147,21.55,2009-03-10 04:40:00,2009-03-09 18:40:00,9,1120,0,0,0,9
39882.201389,15.5,112.5,21.55,2009-03-10 04:50:00,2009-03-09 18:50:00,9,1130,0,0,0,7
39882.208333,8.5,103.25,21.85,2009-03-10 05:00:00,2009-03-09 19:00:00,9,1140,0,0,0,3.5
39882.215278,5,93.75,21.85,2009-03-10 05:10:00,2009-03-09 19:10:00,9,1150,0,0,0,12
39882.222222,17,55.25,21.6,2009-03-10 05:20:00,2009-03-09 19:20:00,9,1160,0,0,0,1
39882.229167,16,56.75,21.85,2009-03-10 05:30:00,2009-03-09 19:30:00,9,1170,0,0,0,1.5
39882.236111,14.5,57.75,21.9,2009-03-10 05:40:00,2009-03-09 19:40:00,9,1180,0,0,0,8.5
39882.243056,6,76,21.9,2009-03-10 05:50:00,2009-03-09 19:50:00,9,1190,0,0,0,7.5
39882.25,13.5,56.5,21.85,2009-03-10 06:00:00,2009-03-09 20:00:00,9,1200,0,0,0,6.5
39882.256944,7,71.75,21.9,2009-03-10 06:10:00,2009-03-09 20:10:00,9,1210,0,0,0,2
39882.263889,9,69.5,21.85,2009-03-10 06:20:00,2009-03-09 20:20:00,9,1220,0,0,0,1
39882.270833,8,72.5,21.85,2009-03-10 06:30:00,2009-03-09 20:30:00,9,1230,0,0,0,8
39882.277778,16,54,21.9,2009-03-10 06:40:00,2009-03-09 20:40:00,9,1240,0,0,0,0
39882.284722,16,57,21.9,2009-03-10 06:50:00,2009-03-09 20:50:00,9,1250,0,0,0,2.5
39882.291667,13.5,63.25,21.9,2009-03-10 07:00:00,2009-03-09 21:00:00,9,1260,0,0,0,4
39882.298611,9.5,70.5,21.9,2009-03-10 07:10:00,2009-03-09 21:10:00,9,1270,0,0,0,8.5
39882.305556,18,61,21.95,2009-03-10 07:20:00,2009-03-09 21:20:00,9,1280,0,0,0,1
39882.3125,17,62,21.9,2009-03-10 07:30:00,2009-03-09 21:30:00,9,1290,0,0,0,0.5
39882.319444,16.5,58.75,22,2009-03-10 07:40:00,2009-03-09 21:40:00,9,1300,0,0,0,1
39882.326389,17.5,62.5,21.9,2009-03-10 07:50:00,2009-03-09 21:50:00,9,1310,0,0,0,4
39882.333333,13.5,73.75,21.9,2009-03-10 08:00:00,2009-03-09 22:00:00,9,1320,0,0,0,9.5
39882.340278,4,86.5,21.85,2009-03-10 08:10:00,2009-03-09 22:10:00,9,1330,0,0,0,9.5
39882.347222,13.5,71.25,21.9,2009-03-10 08:20:00,2009-03-09 22:20:00,9,1340,0,0,0,0
39882.354167,13.5,72.25,21.85,2009-03-10 08:30:00,2009-03-09 22:30:00,9,1350,0,0,0,3.5
39882.361111,17,61.75,21.95,2009-03-10 08:40:00,2009-03-09 22:40:00,9,1360,0,0,0,11.5
39882.368056,5.5,80.5,21.8,2009-03-10 08:50:00,2009-03-09 22:50:00,9,1370,0,0,0,4
39882.375,9.5,69.75,21.8,2009-03-10 09:00:00,2009-03-09 23:00:00,9,1380,0,0,0,2.5
39882.381944,12,67.5,21.9,2009-03-10 09:10:00,2009-03-09 23:10:00,9,1390,0,0,0,2
39882.388889,10,70,21.9,2009-03-10 09:20:00,2009-03-09 23:20:00,9,1400,0,0,0,6.5
39882.395833,16.5,57,22,2009-03-10 09:30:00,2009-03-09 23:30:00,9,1410,0,0,0,12.5
39882.402778,4,87.5,21.9,2009-03-10 09:40:00,2009-03-09 23:40:00,9,1420,0,0,0,1
39882.409722,5,84.75,22.05,2009-03-10 09:50:00,2009-03-09 23:50:00,9,1430,0,0,0,0
39882.416667,5,86.75,22.15,2009-03-10 10:00:00,2009-03-10 00:00:00,10,0,0,0,0,0.5
39882.423611,4.5,86.25,22.1,2009-03-10 10:10:00,2009-03-10 00:10:00,10,10,0,0,0,0.5
39882.430556,4,84.25,22.1,2009-03-10 10:20:00,2009-03-10 00:20:00,10,20,0,0,0,5.5
39882.4375,9.5,71.75,22.05,2009-03-10 10:30:00,2009-03-10 00:30:00,10,30,0,0,0,2
39882.444444,11.5,64.5,22.05,2009-03-10 10:40:00,2009-03-10 00:40:00,10,40,0,0,0,7
39882.451389,4.5,84.25,22,2009-03-10 10:50:00,2009-03-10 00:50:00,10,50,0,0,0,1
39882.458333,5.5,82.75,22,2009-03-10 11:00:00,2009-03-10 01:00:00,10,60,0,0,0,3
39882.465278,8.5,75.75,22.05,2009-03-10 11:10:00,2009-03-10 01:10:00,10,70,0,0,0,0.5
39882.472222,8,79.5,22.65,2009-03-10 11:20:00,2009-03-10 01:20:00,10,80,0,0,0,11
39882.479167,19,63,22.25,2009-03-10 11:30:00,2009-03-10 01:30:00,10,90,0,0,0,2
39882.486111,17,61.25,22.35,2009-03-10 11:40:00,2009-03-10 01:40:00,10,100,0,0,0,13
39882.493056,4,85.25,22.35,2009-03-10 11:50:00,2009-03-10 01:50:00,10,110,0,0,0,24.5
39882.5,28.5,65,22.7,2009-03-10 12:00:00,2009-03-10 02:00:00,10,120,0,0,0,24.5
39882.506944,4,85.5,22.8,2009-03-10 12:10:00,2009-03-10 02:10:00,10,130,0,0,0,54
39882.513889,58,53.25,22.85,2009-03-10 12:20:00,2009-03-10 02:20:00,10,140,0,0,0,1
39882.520833,57,53.5,22.85,2009-03-10 12:30:00,2009-03-10 02:30:00,10,150,0,0,0,0
39882.527778,57,56,22.9,2009-03-10 12:40:00,2009-03-10 02:40:00,10,160,0,0,0,12.5
39882.534722,44.5,63,22.85,2009-03-10 12:50:00,2009-03-10 02:50:00,10,170,0,0,0,39.5
39882.541667,84,49.25,22.85,2009-03-10 13:00:00,2009-03-10 03:00:00,10,180,0,0,0,23.5
39882.548611,107.5,41.75,22,2009-03-10 13:10:00,2009-03-10 03:10:00,10,190,0,0,0,3.5
39882.555556,104,39.5,22.35,2009-03-10 13:20:00,2009-03-10 03:20:00,10,200,0,0,0,0.5
39882.5625,103.5,42.75,22.35,2009-03-10 13:30:00,2009-03-10 03:30:00,10,210,0,0,0,2
39882.569444,105.5,42.5,22.4,2009-03-10 13:40:00,2009-03-10 03:40:00,10,220,0,0,0,6
39882.576389,111.5,40.5,22.1,2009-03-10 13:50:00,2009-03-10 03:50:00,10,230,0,0,0,10
39882.583333,121.5,38.5,21.95,2009-03-10 14:00:00,2009-03-10 04:00:00,10,240,0,0,0,18
39882.590278,139.5,33.5,21.2,2009-03-10 14:10:00,2009-03-10 04:10:00,10,250,0,0,0,23
39882.597222,116.5,36.5,22.05,2009-03-10 14:20:00,2009-03-10 04:20:00,10,260,0,0,0,1.5
39882.604167,118,35.25,21.8,2009-03-10 14:30:00,2009-03-10 04:30:00,10,270,0,0,0,2.5
39882.611111,120.5,37.25,21.9,2009-03-10 14:40:00,2009-03-10 04:40:00,10,280,0,0,0,8
39882.618056,112.5,39.25,22.5,2009-03-10 14:50:00,2009-03-10 04:50:00,10,290,0,0,0,11
39882.625,123.5,36.5,21.45,2009-03-10 15:00:00,2009-03-10 05:00:00,10,300,0,0,0,4.5
39882.631944,119,40.75,22,2009-03-10 15:10:00,2009-03-10 05:10:00,10,310,0,0,0,2.5
39882.638889,116.5,38,22.45,2009-03-10 15:20:00,2009-03-10 05:20:00,10,320,0,0,0,0
39882.645833,116.5,35.75,22,2009-03-10 15:30:00,2009-03-10 05:30:00,10,330,0,0,0,1.5
39882.652778,115,36.25,22.25,2009-03-10 15:40:00,2009-03-10 05:40:00,10,340,0,0,0,13.5
39882.659722,101.5,38.25,22.55,2009-03-10 15:50:00,2009-03-10 05:50:00,10,350,0,0,0,19.5
39882.666667,121,36.25,21.35,2009-03-10 16:00:00,2009-03-10 06:00:00,10,360,0,0,0,1
39882.673611,122,47.75,21.1,2009-03-10 16:10:00,2009-03-10 06:10:00,10,370,0,0,0,48.5
39882.680556,73.5,88.25,22.7,2009-03-10 16:20:00,2009-03-10 06:20:00,10,380,0,0,0,70
39882.6875,3.5,134.5,22.8,2009-03-10 16:30:00,2009-03-10 06:30:00,10,390,0,0,0,78
39882.694444,81.5,126.5,22.65,2009-03-10 16:40:00,2009-03-10 06:40:00,10,400,0,0,0,26.5
39882.701389,108,128.5,21.2,2009-03-10 16:50:00,2009-03-10 06:50:00,10,410,0,0,0,11
39882.708333,97,136,21.7,2009-03-10 17:00:00,2009-03-10 07:00:00,10,420,0,0,0,26
39882.715278,123,134.5,20.45,2009-03-10 17:10:00,2009-03-10 07:10:00,10,430,0,0,0,31
39882.722222,92,148.5,22.35,2009-03-10 17:20:00,2009-03-10 07:20:00,10,440,0,0,0,3.5
39882.729167,95.5,147.5,21.65,2009-03-10 17:30:00,2009-03-10 07:30:00,10,450,0,0,0,19
39882.736111,114.5,146,20.7,2009-03-10 17:40:00,2009-03-10 07:40:00,10,460,0,0,0,5.5
39882.743056,120,145,20.55,2009-03-10 17:50:00,2009-03-10 07:50:00,10,470,0,0,0,29
39882.75,91,154.75,22.3,2009-03-10 18:00:00,2009-03-10 08:00:00,10,480,0,0,0,23
39882.756944,114,150.75,20.65,2009-03-10 18:10:00,2009-03-10 08:10:00,10,490,0,0,0,19
39882.763889,95,158.25,21.75,2009-03-10 18:20:00,2009-03-10 08:20:00,10,500,0,0,0,21.5
39882.770833,116.5,151,20.3,2009-03-10 18:30:00,2009-03-10 08:30:00,10,510,0,0,0,8
39882.777778,108.5,162.5,20.4,2009-03-10 18:40:00,2009-03-10 08:40:00,10,520,0,0,0,20.5
39882.784722,129,152.25,19.55,2009-03-10 18:50:00,2009-03-10 08:50:00,10,530,0,0,0,4.5
39882.791667,124.5,148.25,20.05,2009-03-10 19:00:00,2009-03-10 09:00:00,10,540,0,0,0,10
39882.798611,134.5,149.75,19.35,2009-03-10 19:10:00,2009-03-10 09:10:00,10,550,0,0,0,13
39882.805556,121.5,154.5,19.95,2009-03-10 19:20:00,2009-03-10 09:20:00,10,560,0,0,0,102
39882.8125,223.5,119.75,15.3,2009-03-10 19:30:00,2009-03-10 09:30:00,10,570,0,0,0,37
39882.819444,186.5,136,16.2,2009-03-10 19:40:00,2009-03-10 09:40:00,10,580,0,0,0,4.5
39882.826389,182,136.75,15.85,2009-03-10 19:50:00,2009-03-10 09:50:00,10,590,0,0,0,71
39882.833333,111,160.25,22,2009-03-10 20:00:00,2009-03-10 10:00:00,10,600,0,0,0,14
39882.840278,97,163.5,22.2,2009-03-10 20:10:00,2009-03-10 10:10:00,10,610,0,0,0,4
39882.847222,93,157.75,22.05,2009-03-10 20:20:00,2009-03-10 10:20:00,10,620,0,0,0,23
39882.854167,70,172.75,22.65,2009-03-10 20:30:00,2009-03-10 10:30:00,10,630,0,0,0,64.5
39882.861111,5.5,205,22.9,2009-03-10 20:40:00,2009-03-10 10:40:00,10,640,0,0,0,68.5
39882.868056,74,168.25,22.4,2009-03-10 20:50:00,2009-03-10 10:50:00,10,650,0,0,0,66.5
39882.875,7.5,206,22.9,2009-03-10 21:00:00,2009-03-10 11:00:00,10,660,0,0,0,2.5
39882.881944,5,206.25,22.9,2009-03-10 21:10:00,2009-03-10 11:10:00,10,670,0,0,0,34.5
39882.888889,39.5,190.5,22.85,2009-03-10 21:20:00,2009-03-10 11:20:00,10,680,0,0,0,13.5
39882.895833,53,187,22.85,2009-03-10 21:30:00,2009-03-10 11:30:00,10,690,0,0,0,36.5
39882.902778,16.5,199.25,22.85,2009-03-10 21:40:00,2009-03-10 11:40:00,10,700,0,0,0,32.5
39882.909722,49,188.75,22.85,2009-03-10 21:50:00,2009-03-10 11:50:00,10,710,0,0,0,15
39882.916667,34,195.25,22.85,2009-03-10 22:00:00,2009-03-10 12:00:00,10,720,0,0,0,19
39882.923611,53,186,22.85,2009-03-10 22:10:00,2009-03-10 12:10:00,10,730,0,0,0,33.5
39882.930556,86.5,175.5,22.55,2009-03-10 22:20:00,2009-03-10 12:20:00,10,740,0,0,0,18.5
39882.9375,105,171.5,22.55,2009-03-10 22:30:00,2009-03-10 12:30:00,10,750,0,0,0,39.5
39882.944444,65.5,186.5,22.8,2009-03-10 22:40:00,2009-03-10 12:40:00,10,760,0,0,0,36
39882.951389,29.5,202.25,22.85,2009-03-10 22:50:00,2009-03-10 12:50:00,10,770,0,0,0,11
39882.958333,40.5,199.5,22.8,2009-03-10 23:00:00,2009-03-10 13:00:00,10,780,0,0,0,4
39882.965278,44.5,196.75,22.8,2009-03-10 23:10:00,2009-03-10 13:10:00,10,790,0,0,0,3
39882.972222,47.5,197.25,22.75,2009-03-10 23:20:00,2009-03-10 13:20:00,10,800,0,0,0,4
39882.979167,43.5,198.75,22.8,2009-03-10 23:30:00,2009-03-10 13:30:00,10,810,0,0,0,4
39882.986111,39.5,197.5,22.85,2009-03-10 23:40:00,2009-03-10 13:40:00,10,820,0,0,0,30.5
39882.993056,70,183.75,22.8,2009-03-10 23:50:00,2009-03-10 13:50:00,10,830,0,0,0,33
39883,37,195.25,22.85,2009-03-11 00:00:00,2009-03-10 14:00:00,10,840,0,0,0,9
39883.006944,28,197,22.85,2009-03-11 00:10:00,2009-03-10 14:10:00,10,850,0,0,0,14.5
39883.013889,42.5,196,22.85,2009-03-11 00:20:00,2009-03-10 14:20:00,10,860,0,0,0,31.5
39883.020833,74,176.25,22.7,2009-03-11 00:30:00,2009-03-10 14:30:00,10,870,0,0,0,2
39883.027778,72,180.25,22.7,2009-03-11 00:40:00,2009-03-10 14:40:00,10,880,0,0,0,47.5
39883.034722,24.5,198.75,22.8,2009-03-11 00:50:00,2009-03-10 14:50:00,10,890,0,0,0,19
39883.041667,43.5,189.5,22.75,2009-03-11 01:00:00,2009-03-10 15:00:00,10,900,0,0,0,4.5
39883.048611,48,187,22.75,2009-03-11 01:10:00,2009-03-10 15:10:00,10,910,0,0,0,24
39883.055556,72,181.5,22.7,2009-03-11 01:20:00,2009-03-10 15:20:00,10,920,0,0,0,0.5
39883.0625,71.5,181,22.7,2009-03-11 01:30:00,2009-03-10 15:30:00,10,930,0,0,0,47.5
39883.069444,24,193.25,22.8,2009-03-11 01:40:00,2009-03-10 15:40:00,10,940,0,0,0,22
39883.076389,46,184.25,22.75,2009-03-11 01:50:00,2009-03-10 15:50:00,10,950,0,0,0,2
39883.083333,48,183.75,22.75,2009-03-11 02:00:00,2009-03-10 16:00:00,10,960,0,0,0,33
39883.090278,81,172.75,22.7,2009-03-11 02:10:00,2009-03-10 16:10:00,10,970,0,0,0,24
39883.097222,57,180.25,22.7,2009-03-11 02:20:00,2009-03-10 16:20:00,10,980,0,0,0,10
39883.104167,67,174,22.75,2009-03-11 02:30:00,2009-03-10 16:30:00,10,990,0,0,0,22
39883.111111,45,182.5,22.75,2009-03-11 02:40:00,2009-03-10 16:40:00,10,1000,0,0,0,18
39883.118056,63,174.75,22.75,2009-03-11 02:50:00,2009-03-10 16:50:00,10,1010,0,0,0,38.5
39883.125,24.5,195,22.8,2009-03-11 03:00:00,2009-03-10 17:00:00,10,1020,0,0,0,28.5
39883.131944,53,176,22.75,2009-03-11 03:10:00,2009-03-10 17:10:00,10,1030,0,0,0,7.5
39883.138889,45.5,181.5,22.75,2009-03-11 03:20:00,2009-03-10 17:20:00,10,1040,0,0,0,8
39883.145833,37.5,183.5,22.75,2009-03-11 03:30:00,2009-03-10 17:30:00,10,1050,0,0,0,0
39883.152778,37.5,182,22.75,2009-03-11 03:40:00,2009-03-10 17:40:00,10,1060,0,0,0,24
39883.159722,61.5,168.75,22.75,2009-03-11 03:50:00,2009-03-10 17:50:00,10,1070,0,0,0,2
39883.166667,59.5,166.5,22.75,2009-03-11 04:00:00,2009-03-10 18:00:00,10,1080,0,0,0,0
39883.173611,59.5,160.5,22.7,2009-03-11 04:10:00,2009-03-10 18:10:00,10,1090,0,0,0,4.5
39883.180556,55,158.75,22.7,2009-03-11 04:20:00,2009-03-10 18:20:00,10,1100,0,0,0,6.5
39883.1875,61.5,148.75,22.7,2009-03-11 04:30:00,2009-03-10 18:30:00,10,1110,0,0,0,9.5
39883.194444,71,132.5,22.7,2009-03-11 04:40:00,2009-03-10 18:40:00,10,1120,0,0,0,7
39883.201389,64,117.25,22.7,2009-03-11 04:50:00,2009-03-10 18:50:00,10,1130,0,0,0,21.5
39883.208333,42.5,107.75,22.75,2009-03-11 05:00:00,2009-03-10 19:00:00,10,1140,0,0,0,6
39883.215278,36.5,87.5,22.75,2009-03-11 05:10:00,2009-03-10 19:10:00,10,1150,0,0,0,8
39883.222222,44.5,67.75,22.75,2009-03-11 05:20:00,2009-03-10 19:20:00,10,1160,0,0,0,25.5
39883.229167,70,52.5,22.7,2009-03-11 05:30:00,2009-03-10 19:30:00,10,1170,0,0,0,7.5
39883.236111,77.5,47.25,22.7,2009-03-11 05:40:00,2009-03-10 19:40:00,10,1180,0,0,0,10
39883.243056,67.5,49.25,22.75,2009-03-11 05:50:00,2009-03-10 19:50:00,10,1190,0,0,0,18.5
39883.25,86,41.5,22.65,2009-03-11 06:00:00,2009-03-10 20:00:00,10,1200,0,0,0,6
39883.256944,80,49.75,22.75,2009-03-11 06:10:00,2009-03-10 20:10:00,10,1210,0,0,0,15
39883.263889,65,58,22.75,2009-03-11 06:20:00,2009-03-10 20:20:00,10,1220,0,0,0,22
39883.270833,87,53.25,22.6,2009-03-11 06:30:00,2009-03-10 20:30:00,10,1230,0,0,0,0
39883.277778,87,53.5,22.55,2009-03-11 06:40:00,2009-03-10 20:40:00,10,1240,0,0,0,16
39883.284722,71,53.75,22.7,2009-03-11 06:50:00,2009-03-10 20:50:00,10,1250,0,0,0,14.5
39883.291667,85.5,53.25,22.7,2009-03-11 07:00:00,2009-03-10 21:00:00,10,1260,0,0,0,2
39883.298611,87.5,50.25,22.7,2009-03-11 07:10:00,2009-03-10 21:10:00,10,1270,0,0,0,24.5
39883.305556,112,44.25,21.9,2009-03-11 07:20:00,2009-03-10 21:20:00,10,1280,0,0,0,2
39883.3125,110,46,21.95,2009-03-11 07:30:00,2009-03-10 21:30:00,10,1290,0,0,0,6
39883.319444,116,44,21.75,2009-03-11 07:40:00,2009-03-10 21:40:00,10,1300,0,0,0,7
39883.326389,123,40.5,21.45,2009-03-11 07:50:00,2009-03-10 21:50:00,10,1310,0,0,0,6
39883.333333,117,44.75,21.65,2009-03-11 08:00:00,2009-03-10 22:00:00,10,1320,0,0,0,7
39883.340278,110,50.25,21.85,2009-03-11 08:10:00,2009-03-10 22:10:00,10,1330,0,0,0,1.5
39883.347222,111.5,48,21.65,2009-03-11 08:20:00,2009-03-10 22:20:00,10,1340,0,0,0,5
39883.354167,106.5,55,22,2009-03-11 08:30:00,2009-03-10 22:30:00,10,1350,0,0,0,5.5
39883.361111,112,52.25,21.65,2009-03-11 08:40:00,2009-03-10 22:40:00,10,1360,0,0,0,4.5
39883.368056,116.5,49.5,21.7,2009-03-11 08:50:00,2009-03-10 22:50:00,10,1370,0,0,0,8
39883.375,124.5,43.5,21.65,2009-03-11 09:00:00,2009-03-10 23:00:00,10,1380,0,0,0,14
39883.381944,110.5,55,22,2009-03-11 09:10:00,2009-03-10 23:10:00,10,1390,0,0,0,20.5
39883.388889,131,49.75,21.3,2009-03-11 09:20:00,2009-03-10 23:20:00,10,1400,0,0,0,1
39883.395833,132,48.25,21.3,2009-03-11 09:30:00,2009-03-10 23:30:00,10,1410,0,0,0,24.5
39883.402778,107.5,57.5,22.45,2009-03-11 09:40:00,2009-03-10 23:40:00,10,1420,0,0,0,27.5
39883.409722,135,50.5,21.05,2009-03-11 09:50:00,2009-03-10 23:50:00,10,1430,0,0,0,1.5
39883.416667,133.5,48.5,21.05,2009-03-11 10:00:00,2009-03-11 00:00:00,11,0,0,0,0,17.5
39883.423611,116,54.5,21.85,2009-03-11 10:10:00,2009-03-11 00:10:00,11,10,0,0,0,112
39883.430556,4,103.75,22.8,2009-03-11 10:20:00,2009-03-11 00:20:00,11,20,0,0,0,0.5
39883.4375,3.5,96.75,22.8,2009-03-11 10:30:00,2009-03-11 00:30:00,11,30,0,0,0,1.5
39883.444444,5,100.75,22.8,2009-03-11 10:40:00,2009-03-11 00:40:00,11,40,0,0,0,20.5
39883.451389,25.5,88.75,22.8,2009-03-11 10:50:00,2009-03-11 00:50:00,11,50,0,0,0,21.5
39883.458333,4,103.75,22.8,2009-03-11 11:00:00,2009-03-11 01:00:00,11,60,0,0,0,2.5
39883.465278,6.5,94.25,22.8,2009-03-11 11:10:00,2009-03-11 01:10:00,11,70,0,0,0,22.5
39883.472222,29,87,22.8,2009-03-11 11:20:00,2009-03-11 01:20:00,11,80,0,0,0,18
39883.479167,11,91.5,22.8,2009-03-11 11:30:00,2009-03-11 01:30:00,11,90,0,0,0,6.5
39883.486111,4.5,99.75,22.8,2009-03-11 11:40:00,2009-03-11 01:40:00,11,100,0,0,0,36
39883.493056,40.5,84,22.8,2009-03-11 11:50:00,2009-03-11 01:50:00,11,110,0,0,0,13.5
39883.5,54,78.5,22.75,2009-03-11 12:00:00,2009-03-11 02:00:00,11,120,0,0,0,4
39883.506944,58,76,22.75,2009-03-11 12:10:00,2009-03-11 02:10:00,11,130,0,0,0,2.5
39883.513889,55.5,77.25,22.8,2009-03-11 12:20:00,2009-03-11 02:20:00,11,140,0,0,0,23.5
39883.520833,79,67.75,22.75,2009-03-11 12:30:00,2009-03-11 02:30:00,11,150,0,0,0,1.5
39883.527778,77.5,67.5,22.75,2009-03-11 12:40:00,2009-03-11 02:40:00,11,160,0,0,0,15.5
39883.534722,62,72.25,22.75,2009-03-11 12:50:00,2009-03-11 02:50:00,11,170,0,0,0,30.5
39883.541667,92.5,54.25,22.7,2009-03-11 13:00:00,2009-03-11 03:00:00,11,180,0,0,0,12
39883.548611,80.5,58.25,22.75,2009-03-11 13:10:00,2009-03-11 03:10:00,11,190,0,0,0,13.5
39883.555556,94,54.75,22.65,2009-03-11 13:20:00,2009-03-11 03:20:00,11,200,0,0,0,6.5
39883.5625,87.5,57.75,22.7,2009-03-11 13:30:00,2009-03-11 03:30:00,11,210,0,0,0,14
39883.569444,101.5,52.25,22.2,2009-03-11 13:40:00,2009-03-11 03:40:00,11,220,0,0,0,0
39883.576389,101.5,52.5,22.2,2009-03-11 13:50:00,2009-03-11 03:50:00,11,230,0,0,0,25.5
39883.583333,127,43.25,21.2,2009-03-11 14:00:00,2009-03-11 04:00:00,11,240,0,0,0,18
39883.590278,109,48.5,22.3,2009-03-11 14:10:00,2009-03-11 04:10:00,11,250,0,0,0,6.5
39883.597222,115.5,47,21.95,2009-03-11 14:20:00,2009-03-11 04:20:00,11,260,0,0,0,3.5
39883.604167,112,48.5,22,2009-03-11 14:30:00,2009-03-11 04:30:00,11,270,0,0,0,2
39883.611111,110,47.5,22,2009-03-11 14:40:00,2009-03-11 04:40:00,11,280,0,0,0,2
39883.618056,108,47,22,2009-03-11 14:50:00,2009-03-11 04:50:00,11,290,0,0,0,10
39883.625,118,43,21.85,2009-03-11 15:00:00,2009-03-11 05:00:00,11,300,0,0,0,35.5
39883.631944,82.5,52,22.75,2009-03-11 15:10:00,2009-03-11 05:10:00,11,310,0,0,0,12
39883.638889,94.5,44.75,22.55,2009-03-11 15:20:00,2009-03-11 05:20:00,11,320,0,0,0,2.5
39883.645833,92,46.75,22.55,2009-03-11 15:30:00,2009-03-11 05:30:00,11,330,0,0,0,5
39883.652778,97,41.25,22.4,2009-03-11 15:40:00,2009-03-11 05:40:00,11,340,0,0,0,9
39883.659722,88,41.5,22.65,2009-03-11 15:50:00,2009-03-11 05:50:00,11,350,0,0,0,26.5
39883.666667,114.5,38.5,21.95,2009-03-11 16:00:00,2009-03-11 06:00:00,11,360,0,0,0,6.5
39883.673611,121,48.5,21.8,2009-03-11 16:10:00,2009-03-11 06:10:00,11,370,0,0,0,5.5
39883.680556,126.5,68.75,21.75,2009-03-11 16:20:00,2009-03-11 06:20:00,11,380,0,0,0,106
39883.6875,20.5,130.75,22.8,2009-03-11 16:30:00,2009-03-11 06:30:00,11,390,0,0,0,17
39883.694444,3.5,165,22.8,2009-03-11 16:40:00,2009-03-11 06:40:00,11,400,0,0,0,60.5
39883.701389,64,140.75,22.8,2009-03-11 16:50:00,2009-03-11 06:50:00,11,410,0,0,0,29
39883.708333,93,137.75,22.7,2009-03-11 17:00:00,2009-03-11 07:00:00,11,420,0,0,0,12.5
39883.715278,105.5,134.25,22.7,2009-03-11 17:10:00,2009-03-11 07:10:00,11,430,0,0,0,34.5
39883.722222,71,154.25,22.75,2009-03-11 17:20:00,2009-03-11 07:20:00,11,440,0,0,0,28
39883.729167,99,150.75,22.45,2009-03-11 17:30:00,2009-03-11 07:30:00,11,450,0,0,0,24
39883.736111,75,163.25,22.75,2009-03-11 17:40:00,2009-03-11 07:40:00,11,460,0,0,0,58
39883.743056,133,142,20.3,2009-03-11 17:50:00,2009-03-11 07:50:00,11,470,0,0,0,14.5
39883.75,118.5,144.5,20.85,2009-03-11 18:00:00,2009-03-11 08:00:00,11,480,0,0,0,8.5
39883.756944,127,138.5,20.4,2009-03-11 18:10:00,2009-03-11 08:10:00,11,490,0,0,0,8
39883.763889,135,141.75,19.85,2009-03-11 18:20:00,2009-03-11 08:20:00,11,500,0,0,0,14.5
39883.770833,120.5,147,20.45,2009-03-11 18:30:00,2009-03-11 08:30:00,11,510,0,0,0,1
39883.777778,119.5,147.75,21.05,2009-03-11 18:40:00,2009-03-11 08:40:00,11,520,0,0,0,27.5
