"","ID","time","depth","dt"
"3885","T172062",2017-08-11 20:55:00,3,1.25
"3886","T172062",2017-08-11 20:56:15,3,1.25
"3887","T172062",2017-08-11 20:57:30,3,1.25
"3888","T172062",2017-08-11 20:58:45,84,1.25
"3889","T172062",2017-08-11 21:00:00,220.5,1.25
"3890","T172062",2017-08-11 21:01:15,320.5,1.25
"3891","T172062",2017-08-11 21:02:30,400.5,1.25
"3892","T172062",2017-08-11 21:03:45,400.5,1.25
"3893","T172062",2017-08-11 21:05:00,480.5,1.25
"3894","T172062",2017-08-11 21:06:15,480.5,1.25
"3895","T172062",2017-08-11 21:07:30,480.5,1.25
"3896","T172062",2017-08-11 21:08:45,400.5,1.25
"3897","T172062",2017-08-11 21:10:00,400.5,1.25
"3898","T172062",2017-08-11 21:11:15,320.5,1.25
"3899","T172062",2017-08-11 21:12:30,180.5,1.25
"3900","T172062",2017-08-11 21:13:45,70,1.25
"3901","T172062",2017-08-11 21:15:00,5,1.25
"3902","T172062",2017-08-11 21:16:15,5,1.25
"3903","T172062",2017-08-11 21:17:30,5,1.25
"3904","T172062",2017-08-11 21:18:45,5,1.25
"3905","T172062",2017-08-11 21:20:00,70,1.25
"3906","T172062",2017-08-11 21:21:15,180.5,1.25
"3907","T172062",2017-08-11 21:22:30,320.5,1.25
"3908","T172062",2017-08-11 21:23:45,400.5,1.25
"3909","T172062",2017-08-11 21:25:00,480.5,1.25
"3910","T172062",2017-08-11 21:26:15,560,1.25
"3911","T172062",2017-08-11 21:27:30,560,1.25
"3912","T172062",2017-08-11 21:28:45,480.5,1.25
"3913","T172062",2017-08-11 21:30:00,480.5,1.25
"3914","T172062",2017-08-11 21:31:15,400.5,1.25
"3915","T172062",2017-08-11 21:32:30,400.5,1.25
"3916","T172062",2017-08-11 21:33:45,320.5,1.25
"3917","T172062",2017-08-11 21:35:00,180.5,1.25
"3918","T172062",2017-08-11 21:36:15,50,1.25
"3919","T172062",2017-08-11 21:37:30,5,1.25
"3920","T172062",2017-08-11 21:38:45,5,1.25
"3921","T172062",2017-08-11 21:40:00,5,1.25
"3922","T172062",2017-08-11 21:41:15,15,1.25
"3923","T172062",2017-08-11 21:42:30,140,1.25
"3924","T172062",2017-08-11 21:43:45,260,1.25
"3925","T172062",2017-08-11 21:45:00,320.5,1.25
"3926","T172062",2017-08-11 21:46:15,400.5,1.25
"3927","T172062",2017-08-11 21:47:30,480.5,1.25
"3928","T172062",2017-08-11 21:48:45,400.5,1.25
"3929","T172062",2017-08-11 21:50:00,560,1.25
"3930","T172062",2017-08-11 21:51:15,560,1.25
"3931","T172062",2017-08-11 21:52:30,560,1.25
"3932","T172062",2017-08-11 21:53:45,480.5,1.25
"3933","T172062",2017-08-11 21:55:00,400.5,1.25
"3934","T172062",2017-08-11 21:56:15,400.5,1.25
"3935","T172062",2017-08-11 21:57:30,260,1.25
"3936","T172062",2017-08-11 21:58:45,110,1.25
"3937","T172062",2017-08-11 22:00:00,1,1.25
"3938","T172062",2017-08-11 22:01:15,1,1.25
"3939","T172062",2017-08-11 22:02:30,1,1.25
"3940","T172062",2017-08-11 22:03:45,8.5,1.25
"3941","T172062",2017-08-11 22:05:00,1,1.25
"3942","T172062",2017-08-11 22:06:15,6,1.25
"3943","T172062",2017-08-11 22:07:30,12,1.25
"3944","T172062",2017-08-11 22:08:45,6,1.25
"3945","T172062",2017-08-11 22:10:00,1,1.25
"3946","T172062",2017-08-11 22:11:15,1,1.25
"3947","T172062",2017-08-11 22:12:30,18.5,1.25
"3948","T172062",2017-08-11 22:13:45,15.5,1.25
"3949","T172062",2017-08-11 22:15:00,8.5,1.25
"3950","T172062",2017-08-11 22:16:15,1,1.25
"3951","T172062",2017-08-11 22:17:30,2.5,1.25
"3952","T172062",2017-08-11 22:18:45,8.5,1.25
"3953","T172062",2017-08-11 22:20:00,18.5,1.25
"3954","T172062",2017-08-11 22:21:15,15.5,1.25
"3955","T172062",2017-08-11 22:22:30,15.5,1.25
"3956","T172062",2017-08-11 22:23:45,12,1.25
"3957","T172062",2017-08-11 22:25:00,1,1.25
"3958","T172062",2017-08-11 22:26:15,1,1.25
"3959","T172062",2017-08-11 22:27:30,8.5,1.25
"3960","T172062",2017-08-11 22:28:45,12,1.25
"3961","T172062",2017-08-11 22:30:00,12,1.25
"3962","T172062",2017-08-11 22:31:15,12,1.25
"3963","T172062",2017-08-11 22:32:30,1,1.25
"3964","T172062",2017-08-11 22:33:45,4,1.25
"3965","T172062",2017-08-11 22:35:00,8.5,1.25
"3966","T172062",2017-08-11 22:36:15,8.5,1.25
"3967","T172062",2017-08-11 22:37:30,1,1.25
"3968","T172062",2017-08-11 22:38:45,4,1.25
"3969","T172062",2017-08-11 22:40:00,8.5,1.25
"3970","T172062",2017-08-11 22:41:15,2.5,1.25
"3971","T172062",2017-08-11 22:42:30,4,1.25
"3972","T172062",2017-08-11 22:43:45,6,1.25
"3973","T172062",2017-08-11 22:45:00,2.5,1.25
"3974","T172062",2017-08-11 22:46:15,1,1.25
"3975","T172062",2017-08-11 22:47:30,2.5,1.25
"3976","T172062",2017-08-11 22:48:45,6,1.25
"3977","T172062",2017-08-11 22:50:00,4,1.25
"3978","T172062",2017-08-11 22:51:15,1,1.25
"3979","T172062",2017-08-11 22:52:30,2.5,1.25
"3980","T172062",2017-08-11 22:53:45,8.5,1.25
"3981","T172062",2017-08-11 22:55:00,1,1.25
"3982","T172062",2017-08-11 22:56:15,1,1.25
"3983","T172062",2017-08-11 22:57:30,2.5,1.25
"3984","T172062",2017-08-11 22:58:45,2.5,1.25
"3985","T172062",2017-08-11 23:00:00,10.5,1.25
"3986","T172062",2017-08-11 23:01:15,10.5,1.25
"3987","T172062",2017-08-11 23:02:30,10.5,1.25
"3988","T172062",2017-08-11 23:03:45,1.5,1.25
"3989","T172062",2017-08-11 23:05:00,1.5,1.25
"3990","T172062",2017-08-11 23:06:15,7.5,1.25
"3991","T172062",2017-08-11 23:07:30,10.5,1.25
"3992","T172062",2017-08-11 23:08:45,15.5,1.25
"3993","T172062",2017-08-11 23:10:00,15.5,1.25
"3994","T172062",2017-08-11 23:11:15,4.5,1.25
"3995","T172062",2017-08-11 23:12:30,1.5,1.25
"3996","T172062",2017-08-11 23:13:45,7.5,1.25
"3997","T172062",2017-08-11 23:15:00,15.5,1.25
"3998","T172062",2017-08-11 23:16:15,15.5,1.25
"3999","T172062",2017-08-11 23:17:30,15.5,1.25
"4000","T172062",2017-08-11 23:18:45,1.5,1.25
"4001","T172062",2017-08-11 23:20:00,4.5,1.25
"4002","T172062",2017-08-11 23:21:15,4.5,1.25
"4003","T172062",2017-08-11 23:22:30,1.5,1.25
"4004","T172062",2017-08-11 23:23:45,4.5,1.25
"4005","T172062",2017-08-11 23:25:00,10.5,1.25
"4006","T172062",2017-08-11 23:26:15,15.5,1.25
"4007","T172062",2017-08-11 23:27:30,15.5,1.25
"4008","T172062",2017-08-11 23:28:45,7.5,1.25
"4009","T172062",2017-08-11 23:30:00,1.5,1.25
"4010","T172062",2017-08-11 23:31:15,1.5,1.25
"4011","T172062",2017-08-11 23:32:30,15.5,1.25
"4012","T172062",2017-08-11 23:33:45,10.5,1.25
"4013","T172062",2017-08-11 23:35:00,1.5,1.25
"4014","T172062",2017-08-11 23:36:15,1.5,1.25
"4015","T172062",2017-08-11 23:37:30,4.5,1.25
"4016","T172062",2017-08-11 23:38:45,1.5,1.25
"4017","T172062",2017-08-11 23:40:00,7.5,1.25
"4018","T172062",2017-08-11 23:41:15,10.5,1.25
"4019","T172062",2017-08-11 23:42:30,4.5,1.25
"4020","T172062",2017-08-11 23:43:45,1.5,1.25
"4021","T172062",2017-08-11 23:45:00,7.5,1.25
"4022","T172062",2017-08-11 23:46:15,1.5,1.25
"4023","T172062",2017-08-11 23:47:30,1.5,1.25
"4024","T172062",2017-08-11 23:48:45,7.5,1.25
"4025","T172062",2017-08-11 23:50:00,1.5,1.25
"4026","T172062",2017-08-11 23:51:15,1.5,1.25
"4027","T172062",2017-08-11 23:52:30,10.5,1.25
"4028","T172062",2017-08-11 23:53:45,1.5,1.25
"4029","T172062",2017-08-11 23:55:00,1.5,1.25
"4030","T172062",2017-08-11 23:56:15,1.5,1.25
"4031","T172062",2017-08-11 23:57:30,55.5,1.25
"4032","T172062",2017-08-11 23:58:45,172.5,1.25
"4033","T172062",2017-08-12 00:00:00,273,1.25
"4034","T172062",2017-08-12 00:01:15,397.5,1.25
"4035","T172062",2017-08-12 00:02:30,496.5,1.25
"4036","T172062",2017-08-12 00:03:45,596,1.25
"4037","T172062",2017-08-12 00:05:00,694.5,1.25
"4038","T172062",2017-08-12 00:06:15,694.5,1.25
"4039","T172062",2017-08-12 00:07:30,694.5,1.25
"4040","T172062",2017-08-12 00:08:45,596,1.25
"4041","T172062",2017-08-12 00:10:00,496.5,1.25
"4042","T172062",2017-08-12 00:11:15,397.5,1.25
"4043","T172062",2017-08-12 00:12:30,273,1.25
"4044","T172062",2017-08-12 00:13:45,174,1.25
"4045","T172062",2017-08-12 00:15:00,62,1.25
"4046","T172062",2017-08-12 00:16:15,6.5,1.25
"4047","T172062",2017-08-12 00:17:30,6.5,1.25
"4048","T172062",2017-08-12 00:18:45,6.5,1.25
"4049","T172062",2017-08-12 00:20:00,6.5,1.25
"4050","T172062",2017-08-12 00:21:15,18.5,1.25
"4051","T172062",2017-08-12 00:22:30,136.5,1.25
"4052","T172062",2017-08-12 00:23:45,273,1.25
"4053","T172062",2017-08-12 00:25:00,397.5,1.25
"4054","T172062",2017-08-12 00:26:15,397.5,1.25
"4055","T172062",2017-08-12 00:27:30,496.5,1.25
"4056","T172062",2017-08-12 00:28:45,496.5,1.25
"4057","T172062",2017-08-12 00:30:00,397.5,1.25
"4058","T172062",2017-08-12 00:31:15,397.5,1.25
"4059","T172062",2017-08-12 00:32:30,397.5,1.25
"4060","T172062",2017-08-12 00:33:45,322.5,1.25
"4061","T172062",2017-08-12 00:35:00,223.5,1.25
"4062","T172062",2017-08-12 00:36:15,112,1.25
"4063","T172062",2017-08-12 00:37:30,18.5,1.25
"4064","T172062",2017-08-12 00:38:45,6.5,1.25
"4065","T172062",2017-08-12 00:40:00,6.5,1.25
"4066","T172062",2017-08-12 00:41:15,6.5,1.25
"4067","T172062",2017-08-12 00:42:30,87,1.25
"4068","T172062",2017-08-12 00:43:45,223.5,1.25
"4069","T172062",2017-08-12 00:45:00,397.5,1.25
"4070","T172062",2017-08-12 00:46:15,496.5,1.25
"4071","T172062",2017-08-12 00:47:30,596,1.25
"4072","T172062",2017-08-12 00:48:45,694.5,1.25
"4073","T172062",2017-08-12 00:50:00,694.5,1.25
"4074","T172062",2017-08-12 00:51:15,694.5,1.25
"4075","T172062",2017-08-12 00:52:30,694.5,1.25
"4076","T172062",2017-08-12 00:53:45,596,1.25
"4077","T172062",2017-08-12 00:55:00,496.5,1.25
"4078","T172062",2017-08-12 00:56:15,397.5,1.25
"4079","T172062",2017-08-12 00:57:30,322.5,1.25
"4080","T172062",2017-08-12 00:58:45,174,1.25
"4081","T172062",2017-08-12 01:00:00,61,1.25
"4082","T172062",2017-08-12 01:01:15,6,1.25
"4083","T172062",2017-08-12 01:02:30,6,1.25
"4084","T172062",2017-08-12 01:03:45,6,1.25
"4085","T172062",2017-08-12 01:05:00,6,1.25
"4086","T172062",2017-08-12 01:06:15,6,1.25
"4087","T172062",2017-08-12 01:07:30,6,1.25
"4088","T172062",2017-08-12 01:08:45,6,1.25
"4089","T172062",2017-08-12 01:10:00,30.5,1.25
"4090","T172062",2017-08-12 01:11:15,170,1.25
"4091","T172062",2017-08-12 01:12:30,267,1.25
"4092","T172062",2017-08-12 01:13:45,388.5,1.25
"4093","T172062",2017-08-12 01:15:00,388.5,1.25
"4094","T172062",2017-08-12 01:16:15,388.5,1.25
"4095","T172062",2017-08-12 01:17:30,388.5,1.25
"4096","T172062",2017-08-12 01:18:45,388.5,1.25
"4097","T172062",2017-08-12 01:20:00,315.5,1.25
"4098","T172062",2017-08-12 01:21:15,315.5,1.25
"4099","T172062",2017-08-12 01:22:30,218.5,1.25
"4100","T172062",2017-08-12 01:23:45,85,1.25
"4101","T172062",2017-08-12 01:25:00,6,1.25
"4102","T172062",2017-08-12 01:26:15,6,1.25
"4103","T172062",2017-08-12 01:27:30,6,1.25
"4104","T172062",2017-08-12 01:28:45,6,1.25
"4105","T172062",2017-08-12 01:30:00,6,1.25
"4106","T172062",2017-08-12 01:31:15,6,1.25
"4107","T172062",2017-08-12 01:32:30,6,1.25
"4108","T172062",2017-08-12 01:33:45,6,1.25
"4109","T172062",2017-08-12 01:35:00,6,1.25
"4110","T172062",2017-08-12 01:36:15,6,1.25
"4111","T172062",2017-08-12 01:37:30,6,1.25
"4112","T172062",2017-08-12 01:38:45,6,1.25
"4113","T172062",2017-08-12 01:40:00,109.5,1.25
"4114","T172062",2017-08-12 01:41:15,218.5,1.25
"4115","T172062",2017-08-12 01:42:30,315.5,1.25
"4116","T172062",2017-08-12 01:43:45,388.5,1.25
"4117","T172062",2017-08-12 01:45:00,485.5,1.25
"4118","T172062",2017-08-12 01:46:15,680,1.25
"4119","T172062",2017-08-12 01:47:30,680,1.25
"4120","T172062",2017-08-12 01:48:45,680,1.25
"4121","T172062",2017-08-12 01:50:00,680,1.25
"4122","T172062",2017-08-12 01:51:15,680,1.25
"4123","T172062",2017-08-12 01:52:30,582.5,1.25
"4124","T172062",2017-08-12 01:53:45,485.5,1.25
"4125","T172062",2017-08-12 01:55:00,388.5,1.25
"4126","T172062",2017-08-12 01:56:15,315.5,1.25
"4127","T172062",2017-08-12 01:57:30,170,1.25
"4128","T172062",2017-08-12 01:58:45,42.5,1.25
"4129","T172062",2017-08-12 02:00:00,4.5,1.25
"4130","T172062",2017-08-12 02:01:15,4.5,1.25
"4131","T172062",2017-08-12 02:02:30,13.5,1.25
"4132","T172062",2017-08-12 02:03:45,4.5,1.25
"4133","T172062",2017-08-12 02:05:00,4.5,1.25
"4134","T172062",2017-08-12 02:06:15,13.5,1.25
"4135","T172062",2017-08-12 02:07:30,13.5,1.25
"4136","T172062",2017-08-12 02:08:45,13.5,1.25
"4137","T172062",2017-08-12 02:10:00,4.5,1.25
"4138","T172062",2017-08-12 02:11:15,4.5,1.25
"4139","T172062",2017-08-12 02:12:30,4.5,1.25
"4140","T172062",2017-08-12 02:13:45,13.5,1.25
"4141","T172062",2017-08-12 02:15:00,13.5,1.25
"4142","T172062",2017-08-12 02:16:15,4.5,1.25
"4143","T172062",2017-08-12 02:17:30,4.5,1.25
"4144","T172062",2017-08-12 02:18:45,13.5,1.25
"4145","T172062",2017-08-12 02:20:00,13.5,1.25
"4146","T172062",2017-08-12 02:21:15,4.5,1.25
"4147","T172062",2017-08-12 02:22:30,4.5,1.25
"4148","T172062",2017-08-12 02:23:45,13.5,1.25
"4149","T172062",2017-08-12 02:25:00,13.5,1.25
"4150","T172062",2017-08-12 02:26:15,4.5,1.25
"4151","T172062",2017-08-12 02:27:30,4.5,1.25
"4152","T172062",2017-08-12 02:28:45,22.5,1.25
"4153","T172062",2017-08-12 02:30:00,161,1.25
"4154","T172062",2017-08-12 02:31:15,286,1.25
"4155","T172062",2017-08-12 02:32:30,429,1.25
"4156","T172062",2017-08-12 02:33:45,501,1.25
"4157","T172062",2017-08-12 02:35:00,501,1.25
"4158","T172062",2017-08-12 02:36:15,501,1.25
"4159","T172062",2017-08-12 02:37:30,501,1.25
"4160","T172062",2017-08-12 02:38:45,501,1.25
"4161","T172062",2017-08-12 02:40:00,501,1.25
"4162","T172062",2017-08-12 02:41:15,429,1.25
"4163","T172062",2017-08-12 02:42:30,357.5,1.25
"4164","T172062",2017-08-12 02:43:45,286,1.25
"4165","T172062",2017-08-12 02:45:00,125,1.25
"4166","T172062",2017-08-12 02:46:15,22.5,1.25
"4167","T172062",2017-08-12 02:47:30,4.5,1.25
"4168","T172062",2017-08-12 02:48:45,4.5,1.25
"4169","T172062",2017-08-12 02:50:00,4.5,1.25
"4170","T172062",2017-08-12 02:51:15,4.5,1.25
"4171","T172062",2017-08-12 02:52:30,13.5,1.25
"4172","T172062",2017-08-12 02:53:45,4.5,1.25
"4173","T172062",2017-08-12 02:55:00,22.5,1.25
"4174","T172062",2017-08-12 02:56:15,125,1.25
"4175","T172062",2017-08-12 02:57:30,232,1.25
"4176","T172062",2017-08-12 02:58:45,357.5,1.25
"4177","T172062",2017-08-12 03:00:00,410.5,1.25
"4178","T172062",2017-08-12 03:01:15,410.5,1.25
"4179","T172062",2017-08-12 03:02:30,410.5,1.25
"4180","T172062",2017-08-12 03:03:45,410.5,1.25
"4181","T172062",2017-08-12 03:05:00,410.5,1.25
"4182","T172062",2017-08-12 03:06:15,352,1.25
"4183","T172062",2017-08-12 03:07:30,293.5,1.25
"4184","T172062",2017-08-12 03:08:45,161.5,1.25
"4185","T172062",2017-08-12 03:10:00,66,1.25
"4186","T172062",2017-08-12 03:11:15,3.5,1.25
"4187","T172062",2017-08-12 03:12:30,3.5,1.25
"4188","T172062",2017-08-12 03:13:45,3.5,1.25
"4189","T172062",2017-08-12 03:15:00,3.5,1.25
"4190","T172062",2017-08-12 03:16:15,3.5,1.25
"4191","T172062",2017-08-12 03:17:30,11,1.25
"4192","T172062",2017-08-12 03:18:45,3.5,1.25
"4193","T172062",2017-08-12 03:20:00,11,1.25
"4194","T172062",2017-08-12 03:21:15,3.5,1.25
"4195","T172062",2017-08-12 03:22:30,3.5,1.25
"4196","T172062",2017-08-12 03:23:45,3.5,1.25
"4197","T172062",2017-08-12 03:25:00,11,1.25
"4198","T172062",2017-08-12 03:26:15,3.5,1.25
"4199","T172062",2017-08-12 03:27:30,3.5,1.25
"4200","T172062",2017-08-12 03:28:45,3.5,1.25
"4201","T172062",2017-08-12 03:30:00,11,1.25
"4202","T172062",2017-08-12 03:31:15,3.5,1.25
"4203","T172062",2017-08-12 03:32:30,3.5,1.25
"4204","T172062",2017-08-12 03:33:45,102.5,1.25
"4205","T172062",2017-08-12 03:35:00,234.5,1.25
"4206","T172062",2017-08-12 03:36:15,293.5,1.25
"4207","T172062",2017-08-12 03:37:30,352,1.25
"4208","T172062",2017-08-12 03:38:45,352,1.25
"4209","T172062",2017-08-12 03:40:00,352,1.25
"4210","T172062",2017-08-12 03:41:15,352,1.25
"4211","T172062",2017-08-12 03:42:30,352,1.25
"4212","T172062",2017-08-12 03:43:45,352,1.25
"4213","T172062",2017-08-12 03:45:00,352,1.25
"4214","T172062",2017-08-12 03:46:15,293.5,1.25
"4215","T172062",2017-08-12 03:47:30,190.5,1.25
"4216","T172062",2017-08-12 03:48:45,66,1.25
"4217","T172062",2017-08-12 03:50:00,3.5,1.25
"4218","T172062",2017-08-12 03:51:15,3.5,1.25
"4219","T172062",2017-08-12 03:52:30,3.5,1.25
"4220","T172062",2017-08-12 03:53:45,11,1.25
"4221","T172062",2017-08-12 03:55:00,3.5,1.25
"4222","T172062",2017-08-12 03:56:15,3.5,1.25
"4223","T172062",2017-08-12 03:57:30,3.5,1.25
"4224","T172062",2017-08-12 03:58:45,11,1.25
"4225","T172062",2017-08-12 04:00:00,14,1.25
"4226","T172062",2017-08-12 04:01:15,31.5,1.25
"4227","T172062",2017-08-12 04:02:30,14,1.25
"4228","T172062",2017-08-12 04:03:45,1.5,1.25
"4229","T172062",2017-08-12 04:05:00,12,1.25
"4230","T172062",2017-08-12 04:06:15,1,1.25
"4231","T172062",2017-08-12 04:07:30,2,1.25
"4232","T172062",2017-08-12 04:08:45,10,1.25
"4233","T172062",2017-08-12 04:10:00,7.5,1.25
"4234","T172062",2017-08-12 04:11:15,10,1.25
"4235","T172062",2017-08-12 04:12:30,2.5,1.25
"4236","T172062",2017-08-12 04:13:45,1,1.25
"4237","T172062",2017-08-12 04:15:00,6,1.25
"4238","T172062",2017-08-12 04:16:15,12,1.25
"4239","T172062",2017-08-12 04:17:30,14,1.25
"4240","T172062",2017-08-12 04:18:45,17.5,1.25
"4241","T172062",2017-08-12 04:20:00,14,1.25
"4242","T172062",2017-08-12 04:21:15,1.5,1.25
"4243","T172062",2017-08-12 04:22:30,0.5,1.25
"4244","T172062",2017-08-12 04:23:45,7.5,1.25
"4245","T172062",2017-08-12 04:25:00,10,1.25
"4246","T172062",2017-08-12 04:26:15,10,1.25
"4247","T172062",2017-08-12 04:27:30,0.5,1.25
"4248","T172062",2017-08-12 04:28:45,5,1.25
"4249","T172062",2017-08-12 04:30:00,3.5,1.25
"4250","T172062",2017-08-12 04:31:15,3.5,1.25
"4251","T172062",2017-08-12 04:32:30,3.5,1.25
"4252","T172062",2017-08-12 04:33:45,5,1.25
"4253","T172062",2017-08-12 04:35:00,1.5,1.25
"4254","T172062",2017-08-12 04:36:15,1.5,1.25
"4255","T172062",2017-08-12 04:37:30,7.5,1.25
"4256","T172062",2017-08-12 04:38:45,10,1.25
"4257","T172062",2017-08-12 04:40:00,1.5,1.25
"4258","T172062",2017-08-12 04:41:15,1,1.25
"4259","T172062",2017-08-12 04:42:30,6,1.25
"4260","T172062",2017-08-12 04:43:45,2.5,1.25
"4261","T172062",2017-08-12 04:45:00,2.5,1.25
"4262","T172062",2017-08-12 04:46:15,2,1.25
"4263","T172062",2017-08-12 04:47:30,1,1.25
"4264","T172062",2017-08-12 04:48:45,7.5,1.25
"4265","T172062",2017-08-12 04:50:00,5,1.25
"4266","T172062",2017-08-12 04:51:15,1.5,1.25
"4267","T172062",2017-08-12 04:52:30,2,1.25
"4268","T172062",2017-08-12 04:53:45,7.5,1.25
"4269","T172062",2017-08-12 04:55:00,10,1.25
"4270","T172062",2017-08-12 04:56:15,10,1.25
"4271","T172062",2017-08-12 04:57:30,0.5,1.25
"4272","T172062",2017-08-12 04:58:45,1.5,1.25
"4273","T172062",2017-08-12 05:00:00,5,1.25
"4274","T172062",2017-08-12 05:01:15,8,1.25
"4275","T172062",2017-08-12 05:02:30,1,1.25
"4276","T172062",2017-08-12 05:03:45,0.5,1.25
"4277","T172062",2017-08-12 05:05:00,6,1.25
"4278","T172062",2017-08-12 05:06:15,2,1.25
"4279","T172062",2017-08-12 05:07:30,2,1.25
"4280","T172062",2017-08-12 05:08:45,2,1.25
"4281","T172062",2017-08-12 05:10:00,6,1.25
"4282","T172062",2017-08-12 05:11:15,10,1.25
"4283","T172062",2017-08-12 05:12:30,5,1.25
"4284","T172062",2017-08-12 05:13:45,0.5,1.25
"4285","T172062",2017-08-12 05:15:00,2,1.25
"4286","T172062",2017-08-12 05:16:15,6,1.25
"4287","T172062",2017-08-12 05:17:30,8,1.25
"4288","T172062",2017-08-12 05:18:45,8,1.25
"4289","T172062",2017-08-12 05:20:00,0.5,1.25
"4290","T172062",2017-08-12 05:21:15,1.5,1.25
"4291","T172062",2017-08-12 05:22:30,6,1.25
"4292","T172062",2017-08-12 05:23:45,8,1.25
"4293","T172062",2017-08-12 05:25:00,6,1.25
"4294","T172062",2017-08-12 05:26:15,1,1.25
"4295","T172062",2017-08-12 05:27:30,1,1.25
"4296","T172062",2017-08-12 05:28:45,6,1.25
"4297","T172062",2017-08-12 05:30:00,8,1.25
"4298","T172062",2017-08-12 05:31:15,2,1.25
"4299","T172062",2017-08-12 05:32:30,1,1.25
"4300","T172062",2017-08-12 05:33:45,4,1.25
"4301","T172062",2017-08-12 05:35:00,11.5,1.25
"4302","T172062",2017-08-12 05:36:15,8,1.25
"4303","T172062",2017-08-12 05:37:30,0.5,1.25
"4304","T172062",2017-08-12 05:38:45,1,1.25
"4305","T172062",2017-08-12 05:40:00,5,1.25
"4306","T172062",2017-08-12 05:41:15,6,1.25
"4307","T172062",2017-08-12 05:42:30,0.5,1.25
"4308","T172062",2017-08-12 05:43:45,2,1.25
"4309","T172062",2017-08-12 05:45:00,10,1.25
"4310","T172062",2017-08-12 05:46:15,25,1.25
"4311","T172062",2017-08-12 05:47:30,2,1.25
"4312","T172062",2017-08-12 05:48:45,0.5,1.25
"4313","T172062",2017-08-12 05:50:00,10,1.25
"4314","T172062",2017-08-12 05:51:15,11.5,1.25
"4315","T172062",2017-08-12 05:52:30,1.5,1.25
"4316","T172062",2017-08-12 05:53:45,2,1.25
"4317","T172062",2017-08-12 05:55:00,8,1.25
"4318","T172062",2017-08-12 05:56:15,1.5,1.25
"4319","T172062",2017-08-12 05:57:30,1,1.25
"4320","T172062",2017-08-12 05:58:45,8,1.25
"4321","T172062",2017-08-12 06:00:00,11,1.25
"4322","T172062",2017-08-12 06:01:15,2.5,1.25
"4323","T172062",2017-08-12 06:02:30,0.5,1.25
"4324","T172062",2017-08-12 06:03:45,1,1.25
"4325","T172062",2017-08-12 06:05:00,11,1.25
"4326","T172062",2017-08-12 06:06:15,20.5,1.25
"4327","T172062",2017-08-12 06:07:30,7,1.25
"4328","T172062",2017-08-12 06:08:45,4,1.25
"4329","T172062",2017-08-12 06:10:00,1,1.25
"4330","T172062",2017-08-12 06:11:15,0.5,1.25
"4331","T172062",2017-08-12 06:12:30,14.5,1.25
"4332","T172062",2017-08-12 06:13:45,7,1.25
"4333","T172062",2017-08-12 06:15:00,1,1.25
"4334","T172062",2017-08-12 06:16:15,25.5,1.25
"4335","T172062",2017-08-12 06:17:30,45.5,1.25
"4336","T172062",2017-08-12 06:18:45,32,1.25
"4337","T172062",2017-08-12 06:20:00,14.5,1.25
"4338","T172062",2017-08-12 06:21:15,2.5,1.25
"4339","T172062",2017-08-12 06:22:30,1,1.25
"4340","T172062",2017-08-12 06:23:45,7,1.25
"4341","T172062",2017-08-12 06:25:00,25.5,1.25
"4342","T172062",2017-08-12 06:26:15,20.5,1.25
"4343","T172062",2017-08-12 06:27:30,17.5,1.25
"4344","T172062",2017-08-12 06:28:45,9,1.25
"4345","T172062",2017-08-12 06:30:00,1,1.25
"4346","T172062",2017-08-12 06:31:15,1,1.25
"4347","T172062",2017-08-12 06:32:30,0.5,1.25
"4348","T172062",2017-08-12 06:33:45,14.5,1.25
"4349","T172062",2017-08-12 06:35:00,14.5,1.25
"4350","T172062",2017-08-12 06:36:15,14.5,1.25
"4351","T172062",2017-08-12 06:37:30,17.5,1.25
"4352","T172062",2017-08-12 06:38:45,5.5,1.25
"4353","T172062",2017-08-12 06:40:00,1,1.25
"4354","T172062",2017-08-12 06:41:15,1,1.25
"4355","T172062",2017-08-12 06:42:30,14.5,1.25
"4356","T172062",2017-08-12 06:43:45,14.5,1.25
"4357","T172062",2017-08-12 06:45:00,14.5,1.25
"4358","T172062",2017-08-12 06:46:15,9,1.25
"4359","T172062",2017-08-12 06:47:30,0.5,1.25
"4360","T172062",2017-08-12 06:48:45,1,1.25
"4361","T172062",2017-08-12 06:50:00,14.5,1.25
"4362","T172062",2017-08-12 06:51:15,14.5,1.25
"4363","T172062",2017-08-12 06:52:30,7,1.25
"4364","T172062",2017-08-12 06:53:45,1,1.25
"4365","T172062",2017-08-12 06:55:00,1,1.25
"4366","T172062",2017-08-12 06:56:15,5.5,1.25
"4367","T172062",2017-08-12 06:57:30,17.5,1.25
"4368","T172062",2017-08-12 06:58:45,14.5,1.25
"4369","T172062",2017-08-12 07:00:00,2,1.25
"4370","T172062",2017-08-12 07:01:15,2,1.25
"4371","T172062",2017-08-12 07:02:30,2,1.25
"4372","T172062",2017-08-12 07:03:45,20.5,1.25
"4373","T172062",2017-08-12 07:05:00,32,1.25
"4374","T172062",2017-08-12 07:06:15,38.5,1.25
"4375","T172062",2017-08-12 07:07:30,32,1.25
"4376","T172062",2017-08-12 07:08:45,20.5,1.25
"4377","T172062",2017-08-12 07:10:00,2.5,1.25
"4378","T172062",2017-08-12 07:11:15,1,1.25
"4379","T172062",2017-08-12 07:12:30,2.5,1.25
"4380","T172062",2017-08-12 07:13:45,0.5,1.25
